ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0072657	protein localization to membrane	41/3844	140/22094	0.000350210084873329	0.00366542172677288	0.00277257501681312	AT1G44890/AT5G21050/AT3G13772/AT5G60460/AT5G50020/AT5G37310/AT4G04910/AT3G48570/AT3G49100/AT5G64090/AT1G13900/AT5G24650/AT3G11070/AT3G09320/AT3G03490/AT3G25120/AT3G07910/AT2G43640/AT1G24490/AT2G01970/AT3G10350/AT4G16444/AT5G61970/AT1G67680/AT4G12650/AT3G51390/AT4G17910/AT2G40990/AT1G01910/AT3G27080/AT2G45070/AT4G10480/AT5G17550/AT5G40930/AT4G24630/AT2G20990/AT3G22950/AT3G20920/AT1G67650/AT3G56920/AT5G52210	41
GO:0033314	mitotic DNA replication checkpoint	7/3844	10/22094	0.000352064412479675	0.00366542172677288	0.00277257501681312	AT1G07270/AT4G12620/AT4G14700/AT2G29680/AT1G77620/AT1G77320/AT3G02860	7
GO:0040029	regulation of gene expression, epigenetic	30/3844	93/22094	0.000353034755928711	0.00366542172677288	0.00277257501681312	AT5G50780/AT1G79350/AT2G31650/AT3G12280/AT5G66750/AT5G54640/AT1G77300/AT2G46020/AT5G11470/AT5G22010/AT5G49160/AT1G08060/AT3G49240/AT1G05910/AT1G51060/AT4G24680/AT5G55390/AT1G05830/AT3G25100/AT1G76510/AT1G06760/AT1G08880/AT5G46030/AT5G58230/AT3G15120/AT5G59870/AT2G35160/AT4G32620/AT2G17410/AT3G24440	30
GO:0032509	endosome transport via multivesicular body sorting pathway	13/3844	28/22094	0.000360952964202624	0.00369850758892425	0.00279760161447325	AT1G73030/AT5G04920/AT4G21560/AT5G22950/AT3G62080/AT2G38410/AT1G36980/AT1G13980/AT4G05000/AT1G17730/AT2G06530/AT4G29160/AT3G11530	13
GO:0051261	protein depolymerization	17/3844	42/22094	0.000361076284729954	0.00369850758892425	0.00279760161447325	AT2G01330/AT3G16630/AT3G01015/AT2G29890/AT2G31200/AT1G21660/AT5G23430/AT1G61210/AT1G20260/AT4G20260/AT3G05520/AT1G76030/AT3G18060/AT4G38510/AT3G25500/AT1G04450/AT3G51300	17
GO:0006275	regulation of DNA replication	21/3844	57/22094	0.000362416572784035	0.00369850758892425	0.00279760161447325	AT2G31270/AT5G07810/AT5G40460/AT4G11920/AT4G09680/AT1G10690/AT2G02820/AT4G25540/AT1G48310/AT3G12280/AT4G31400/AT2G38620/AT5G02220/AT5G24330/AT2G23430/AT1G69380/AT5G09790/AT3G54180/AT3G48160/AT3G15150/AT3G02860	21
GO:0070192	chromosome organization involved in meiotic cell cycle	21/3844	57/22094	0.000362416572784035	0.00369850758892425	0.00279760161447325	AT5G04990/AT3G10730/AT4G15890/AT3G12280/AT3G59550/AT3G13170/AT5G05510/AT4G31400/AT5G15540/AT2G31970/AT4G30870/AT5G20850/AT5G50930/AT1G48360/AT5G03470/AT3G20475/AT5G12360/AT2G06510/AT3G16730/AT4G17380/AT3G57060	21
GO:0007034	vacuolar transport	34/3844	110/22094	0.000365951681888633	0.00371869198446832	0.00281286936672293	AT1G73030/AT2G32760/AT3G61710/AT3G28710/AT2G26890/AT1G48090/AT4G02195/AT3G28430/AT2G36900/AT1G09070/AT1G08190/AT3G28715/AT5G04920/AT4G21560/AT1G10290/AT5G22950/AT5G39510/AT3G62080/AT5G45130/AT3G47810/AT2G28390/AT2G38410/AT5G53530/AT4G24690/AT1G36980/AT4G29380/AT2G14720/AT5G24740/AT4G05000/AT5G11710/AT1G17730/AT2G06530/AT4G29160/AT3G11530	34
GO:0090630	activation of GTPase activity	12/3844	25/22094	0.000415029164724985	0.00419953239560705	0.00317658361582549	AT4G24580/AT1G04830/AT5G54780/AT5G41940/AT3G55020/AT3G59570/AT3G49350/AT5G15930/AT5G52580/AT4G28550/AT3G07890/AT2G43490	12
GO:1902600	proton transmembrane transport	31/3844	98/22094	0.00041723808322512	0.00420406980059741	0.00318001577088299	AT2G22500/AT5G11770/AT1G19910/AT1G71880/AT1G75630/AT3G28710/AT4G32530/AT1G12840/AT2G16510/AT2G25610/AT1G80230/AT1G64570/AT4G26710/AT3G28715/AT2G19600/AT1G53760/AT2G33040/AT5G08680/AT2G28520/AT5G55290/AT1G20260/AT5G51710/AT4G38920/AT4G11150/AT1G76030/AT3G52300/AT5G47030/AT4G38510/AT4G23710/AT2G18960/AT1G15690	31
GO:0006644	phospholipid metabolic process	58/3844	218/22094	0.000420169057090296	0.00421581390055305	0.00318889916836333	AT1G76490/AT3G18220/AT2G46500/AT2G43900/AT1G12640/AT1G21980/AT5G21050/AT1G34260/AT1G65580/AT2G01180/AT2G32260/AT4G00240/AT3G02040/AT3G03520/AT4G35790/AT4G34350/AT3G09560/AT3G10550/AT3G58830/AT2G45670/AT2G22240/AT5G64090/AT3G16785/AT5G35460/AT4G15130/AT4G25970/AT5G40610/AT3G25585/AT1G22620/AT1G63050/AT1G48600/AT4G13830/AT4G11830/AT5G57190/AT1G05630/AT2G40690/AT3G45040/AT4G29070/AT1G20575/AT5G04540/AT2G01690/AT5G42870/AT3G55030/AT4G38570/AT2G22530/AT3G14205/AT5G19130/AT5G41080/AT1G01460/AT3G14270/AT1G62430/AT4G11820/AT1G49340/AT3G02600/AT4G17910/AT1G60490/AT5G65090/AT3G02870	58
GO:0000226	microtubule cytoskeleton organization	49/3844	177/22094	0.000429809268086053	0.00429449595058366	0.00324841534479483	AT1G49890/AT3G16630/AT4G11990/AT5G15510/AT3G18530/AT4G08960/AT4G14150/AT3G01015/AT1G53510/AT2G45490/AT3G54870/AT4G30710/AT5G23430/AT2G32980/AT3G06030/AT5G01280/AT1G75780/AT5G60930/AT5G48520/AT3G50240/AT5G54670/AT5G62500/AT3G47690/AT1G54960/AT4G14960/AT1G61210/AT4G28540/AT1G50010/AT3G43210/AT5G38880/AT4G20260/AT5G66410/AT1G03780/AT2G35630/AT4G03260/AT5G62240/AT1G61780/AT5G67270/AT5G14790/AT5G19400/AT1G73790/AT3G09840/AT5G23860/AT1G80260/AT5G44340/AT2G28620/AT3G55000/AT3G01450/AT3G05750	49
GO:0017148	negative regulation of translation	19/3844	50/22094	0.000433483078033275	0.00431315662643108	0.00326253053467149	AT1G15920/AT3G48050/AT1G79270/AT1G80780/AT2G25900/AT5G45330/AT5G18230/AT3G49100/AT5G59710/AT3G20800/AT5G35430/AT5G10960/AT5G48760/AT3G03950/AT3G12930/AT2G32070/AT5G12980/AT1G02080/AT1G09810	19
GO:0071805	potassium ion transmembrane transport	16/3844	39/22094	0.000446344915548436	0.00442270397647164	0.00334539364525493	AT5G46370/AT4G18160/AT1G30450/AT3G02850/AT3G05030/AT1G31120/AT2G31500/AT2G19600/AT4G33530/AT1G70300/AT1G05580/AT5G51710/AT2G30070/AT1G35670/AT1G79610/AT2G40540	16
GO:0006406	mRNA export from nucleus	14/3844	32/22094	0.000460573068947346	0.00450757577314042	0.00340959183051616	AT5G02770/AT3G10650/AT2G21660/AT2G19560/AT1G64750/AT3G54380/AT4G32910/AT1G79280/AT3G27100/AT2G02160/AT5G09920/AT1G10390/AT5G42920/AT1G13120	14
GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	14/3844	32/22094	0.000460573068947346	0.00450757577314042	0.00340959183051616	AT5G02770/AT3G10650/AT2G21660/AT2G19560/AT1G64750/AT3G54380/AT4G32910/AT1G79280/AT3G27100/AT2G02160/AT5G09920/AT1G10390/AT5G42920/AT1G13120	14
GO:1905037	autophagosome organization	14/3844	32/22094	0.000460573068947346	0.00450757577314042	0.00340959183051616	AT5G17290/AT3G62770/AT3G61710/AT4G30790/AT3G56440/AT5G50230/AT1G04300/AT1G54210/AT5G61500/AT3G58040/AT1G60490/AT3G50590/AT2G41980/AT2G31260	14
GO:0019375	galactolipid biosynthetic process	8/3844	13/22094	0.000466363561110354	0.00454561707727153	0.00343836679211758	AT1G12640/AT3G11670/AT3G09560/AT4G31780/AT1G63050/AT5G42870/AT5G20410/AT4G00550	8
GO:0006301	postreplication repair	10/3844	19/22094	0.000500961736929462	0.00478518651115022	0.0036195803813514	AT5G44750/AT5G21140/AT5G22110/AT3G15355/AT1G53025/AT1G49980/AT5G44740/AT1G23260/AT2G40550/AT2G36060	10
GO:0010506	regulation of autophagy	10/3844	19/22094	0.000500961736929462	0.00478518651115022	0.0036195803813514	AT4G24960/AT5G01770/AT3G62770/AT4G22330/AT3G28430/AT5G24360/AT3G08850/AT3G58040/AT2G41980/AT2G39780	10
GO:0044774	mitotic DNA integrity checkpoint	10/3844	19/22094	0.000500961736929462	0.00478518651115022	0.0036195803813514	AT1G07270/AT4G12620/AT4G14700/AT2G29680/AT1G08400/AT1G77620/AT4G30870/AT3G23890/AT1G77320/AT3G02860	10
GO:0046834	lipid phosphorylation	10/3844	19/22094	0.000500961736929462	0.00478518651115022	0.0036195803813514	AT2G46500/AT1G21980/AT5G21050/AT1G34260/AT5G64090/AT1G01460/AT3G14270/AT1G49340/AT1G60490/AT3G02870	10
GO:0046854	phosphatidylinositol phosphorylation	10/3844	19/22094	0.000500961736929462	0.00478518651115022	0.0036195803813514	AT2G46500/AT1G21980/AT5G21050/AT1G34260/AT5G64090/AT1G01460/AT3G14270/AT1G49340/AT1G60490/AT3G02870	10
GO:0016050	vesicle organization	34/3844	112/22094	0.000528280330320213	0.00502602959683135	0.00380175737819033	AT1G59820/AT2G18260/AT4G14160/AT2G01920/AT1G05520/AT1G14910/AT2G01600/AT2G26890/AT4G02195/AT2G30050/AT3G45280/AT1G16240/AT1G05020/AT2G36900/AT1G08190/AT3G61450/AT3G63460/AT1G18830/AT3G52190/AT2G05170/AT2G27600/AT5G22950/AT5G39510/AT3G62080/AT2G45200/AT1G15880/AT4G02080/AT5G43670/AT3G44340/AT5G08080/AT1G09180/AT1G79590/AT2G06530/AT4G29160	34
GO:0043414	macromolecule methylation	55/3844	206/22094	0.000531356660852531	0.00503523692903113	0.0038087219299204	AT4G27910/AT2G22475/AT5G50780/AT3G49660/AT3G61740/AT5G35910/AT2G31650/AT4G17410/AT5G53430/AT5G39550/AT1G28060/AT5G66750/AT4G08590/AT5G01160/AT1G66040/AT3G17310/AT1G57800/AT1G77300/AT1G51450/AT3G22590/AT1G09060/AT5G11470/AT5G22010/AT5G49160/AT1G57820/AT1G76710/AT5G24330/AT5G55390/AT1G05830/AT5G14260/AT3G54170/AT4G02720/AT1G09320/AT4G30200/AT2G45730/AT2G27350/AT1G66680/AT2G22740/AT4G09980/AT2G17900/AT5G66360/AT5G13960/AT5G09790/AT2G35160/AT2G16485/AT5G08335/AT3G04380/AT3G42660/AT1G79915/AT5G66240/AT5G55920/AT3G24440/AT4G00830/AT2G47420/AT1G04050	55
GO:0060627	regulation of vesicle-mediated transport	15/3844	36/22094	0.000549458232727135	0.00515611503454803	0.00390015577857904	AT4G35560/AT1G08400/AT3G52190/AT4G35860/AT2G05170/AT2G45200/AT3G53610/AT1G13980/AT3G46060/AT1G15880/AT4G02080/AT1G09180/AT5G59840/AT1G04450/AT3G51300	15
GO:0031570	DNA integrity checkpoint	13/3844	29/22094	0.000550590173287164	0.00515611503454803	0.00390015577857904	AT2G31270/AT1G07270/AT1G80710/AT4G12620/AT4G14700/AT2G29680/AT1G08400/AT1G77620/AT4G30870/AT3G23890/AT1G77320/AT3G02860/AT1G25580	13
GO:1902749	regulation of cell cycle G2/M phase transition	13/3844	29/22094	0.000550590173287164	0.00515611503454803	0.00390015577857904	AT5G42970/AT1G07270/AT4G12620/AT4G14700/AT2G29680/AT1G08400/AT1G20930/AT2G38620/AT1G77620/AT1G77320/AT3G54180/AT4G32700/AT3G02860	13
GO:0010647	positive regulation of cell communication	32/3844	104/22094	0.000585709220497117	0.00546356882244967	0.00413271801962604	AT1G03445/AT1G07430/AT2G17090/AT1G48270/AT4G35790/AT1G48630/AT5G46590/AT4G03110/AT5G35980/AT1G09000/AT1G03840/AT1G25490/AT1G19570/AT1G51660/AT1G54960/AT3G50060/AT1G67160/AT3G50500/AT1G48590/AT5G66850/AT3G01650/AT1G75270/AT1G35670/AT1G70790/AT5G66880/AT1G64350/AT2G01540/AT3G17410/AT5G20150/AT3G15150/AT1G04450/AT3G05120	32
GO:0007127	meiosis I	26/3844	79/22094	0.000603042891912842	0.00557593007474782	0.00421770960427896	AT5G04990/AT3G10730/AT5G41150/AT4G25540/AT1G35530/AT3G12280/AT3G59550/AT3G13170/AT1G20720/AT5G64520/AT5G22010/AT4G30870/AT1G20750/AT5G20850/AT5G50930/AT3G23890/AT1G77320/AT1G48360/AT4G35520/AT3G20475/AT4G27595/AT5G02820/AT2G06510/AT1G15660/AT4G17380/AT3G57860	26
GO:0010639	negative regulation of organelle organization	26/3844	79/22094	0.000603042891912842	0.00557593007474782	0.00421770960427896	AT5G40460/AT1G49910/AT1G10690/AT1G35530/AT1G44900/AT3G48430/AT1G79950/AT5G66750/AT2G29890/AT5G05510/AT1G09060/AT2G19760/AT5G11470/AT5G02220/AT1G77720/AT1G05910/AT1G06760/AT1G20260/AT4G20260/AT4G21070/AT3G05520/AT1G76030/AT3G15120/AT4G38510/AT3G25980/AT3G25500	26
GO:0009648	photoperiodism	40/3844	139/22094	0.000604759585158997	0.00557593007474782	0.00421770960427896	AT5G47010/AT1G70170/AT1G77180/AT1G25560/AT2G29950/AT2G23070/AT5G65060/AT3G01460/AT4G04920/AT5G64930/AT1G30810/AT4G03110/AT3G44110/AT5G37770/AT3G57390/AT3G07650/AT3G15620/AT1G79000/AT5G65080/AT3G13670/AT1G33980/AT5G57360/AT4G30200/AT2G42400/AT5G42900/AT5G40490/AT1G08260/AT5G46210/AT2G42280/AT3G57230/AT2G18000/AT1G72390/AT5G42820/AT1G10390/AT1G54830/AT1G17455/AT3G24440/AT1G59660/AT2G39260/AT2G47700	40
GO:0009967	positive regulation of signal transduction	31/3844	100/22094	0.000614687197461527	0.0056430169674979	0.00426845504550224	AT1G03445/AT1G07430/AT2G17090/AT1G48270/AT4G35790/AT1G48630/AT5G46590/AT4G03110/AT5G35980/AT1G09000/AT1G03840/AT1G25490/AT1G19570/AT1G51660/AT1G54960/AT3G50060/AT1G67160/AT3G50500/AT1G48590/AT5G66850/AT3G01650/AT1G75270/AT1G35670/AT1G70790/AT5G66880/AT1G64350/AT2G01540/AT3G17410/AT3G15150/AT1G04450/AT3G05120	31
GO:0006611	protein export from nucleus	21/3844	59/22094	0.000619124977171042	0.0056430169674979	0.00426845504550224	AT5G02770/AT3G10650/AT2G21660/AT3G03110/AT2G46520/AT2G19560/AT1G64750/AT3G54380/AT1G67120/AT4G32910/AT2G03820/AT1G79280/AT3G27100/AT2G02160/AT5G09920/AT5G20020/AT1G10390/AT5G42920/AT4G19210/AT1G13120/AT5G17020	21
GO:0051345	positive regulation of hydrolase activity	21/3844	59/22094	0.000619124977171042	0.0056430169674979	0.00426845504550224	AT4G24580/AT1G04830/AT4G25540/AT1G48270/AT5G54780/AT5G58510/AT4G20010/AT5G41940/AT3G55020/AT1G48590/AT3G59570/AT5G55060/AT3G49350/AT5G15930/AT1G70790/AT5G52580/AT2G01540/AT4G28550/AT3G07890/AT1G80420/AT2G43490	21
GO:0007018	microtubule-based movement	23/3844	67/22094	0.000628463402997329	0.00570635211542822	0.00431636261574311	AT2G21380/AT3G44050/AT3G16630/AT5G27000/AT4G14150/AT3G10180/AT2G36200/AT2G21300/AT3G54870/AT5G60930/AT4G14330/AT3G50240/AT5G54670/AT3G44730/AT3G43210/AT2G22610/AT1G18410/AT5G33300/AT1G20060/AT2G28620/AT1G63640/AT5G65460/AT1G59540	23
GO:0051028	mRNA transport	14/3844	33/22094	0.000672763121758286	0.00606248428210863	0.00458574584682113	AT5G02770/AT3G10650/AT2G21660/AT2G19560/AT1G64750/AT3G54380/AT4G32910/AT1G79280/AT3G27100/AT2G02160/AT5G09920/AT1G10390/AT5G42920/AT1G13120	14
GO:1902850	microtubule cytoskeleton organization involved in mitosis	14/3844	33/22094	0.000672763121758286	0.00606248428210863	0.00458574584682113	AT4G11990/AT5G15510/AT4G08960/AT3G01015/AT2G45490/AT5G60930/AT3G50240/AT1G03780/AT2G35630/AT5G62240/AT1G73790/AT3G09840/AT2G28620/AT3G05750	14
GO:0051253	negative regulation of RNA metabolic process	79/3844	322/22094	0.000696339845948775	0.00625135169972058	0.00472860773901107	AT5G63350/AT3G19580/AT2G43410/AT2G33550/AT5G50780/AT3G01320/AT3G15210/AT4G16280/AT3G20310/AT4G21670/AT2G19910/AT5G08550/AT1G50640/AT2G19920/AT5G39550/AT1G71800/AT1G59890/AT4G12750/AT2G36010/AT3G52100/AT5G66750/AT5G62430/AT1G47870/AT3G01330/AT5G54640/AT1G62300/AT2G30470/AT5G11470/AT5G05660/AT5G22010/AT5G47390/AT1G57820/AT1G08060/AT4G37460/AT1G05910/AT1G51060/AT1G66050/AT5G24330/AT5G55390/AT3G15880/AT3G12640/AT3G61050/AT3G62800/AT4G31850/AT3G25100/AT1G76510/AT1G09320/AT1G71720/AT1G06760/AT1G08880/AT3G20910/AT5G63190/AT5G42900/AT2G27350/AT3G07050/AT5G09740/AT2G19260/AT1G65470/AT1G03760/AT1G18335/AT5G58230/AT4G15900/AT3G15120/AT1G22730/AT5G09790/AT5G64630/AT5G59870/AT2G35160/AT2G16485/AT2G19930/AT5G02320/AT4G32620/AT2G17410/AT3G48160/AT3G08020/AT2G47210/AT5G13240/AT3G02860/AT1G28420	79
GO:0070925	organelle assembly	53/3844	199/22094	0.000705744795174306	0.00631205457257019	0.00477452422045775	AT1G49890/AT4G00660/AT1G29760/AT5G17290/AT4G11990/AT3G62770/AT3G61710/AT5G15510/AT1G79090/AT3G01015/AT5G45330/AT4G30790/AT5G54920/AT4G30710/AT2G32980/AT3G56440/AT5G48520/AT2G37190/AT4G26990/AT1G67120/AT5G54670/AT3G61240/AT5G62500/AT3G47690/AT4G09730/AT1G43860/AT5G38880/AT1G03780/AT1G52370/AT5G64140/AT5G41520/AT5G50230/AT5G62240/AT5G67270/AT3G24506/AT5G19400/AT1G73790/AT1G54210/AT5G61500/AT1G15660/AT1G66580/AT3G25520/AT3G58040/AT1G80260/AT3G04770/AT1G60490/AT3G50590/AT1G31817/AT2G41980/AT2G31260/AT2G42740/AT1G54170/AT2G36160	53
GO:0023056	positive regulation of signaling	31/3844	101/22094	0.000741194025181379	0.00660437064228781	0.00499563608488314	AT1G03445/AT1G07430/AT2G17090/AT1G48270/AT4G35790/AT1G48630/AT5G46590/AT4G03110/AT5G35980/AT1G09000/AT1G03840/AT1G25490/AT1G19570/AT1G51660/AT1G54960/AT3G50060/AT1G67160/AT3G50500/AT1G48590/AT5G66850/AT3G01650/AT1G75270/AT1G35670/AT1G70790/AT5G66880/AT1G64350/AT2G01540/AT3G17410/AT3G15150/AT1G04450/AT3G05120	31
GO:0006413	translational initiation	21/3844	60/22094	0.000798171270813059	0.00706668602393863	0.00534533774886657	AT3G16380/AT4G34110/AT5G11900/AT2G39990/AT5G35620/AT5G20920/AT1G71350/AT4G11420/AT1G26630/AT4G18040/AT5G09920/AT2G46290/AT2G46280/AT1G77840/AT5G19485/AT1G10840/AT1G54270/AT4G19210/AT1G13120/AT5G27640/AT1G54290	21
GO:0019751	polyol metabolic process	22/3844	64/22094	0.000800434026357233	0.00706668602393863	0.00534533774886657	AT4G26260/AT2G43900/AT5G16760/AT1G65580/AT4G25840/AT1G48270/AT3G17770/AT4G08170/AT2G22240/AT5G60760/AT5G15070/AT5G56640/AT3G22200/AT5G23670/AT1G05630/AT5G63990/AT4G33770/AT4G36480/AT3G01640/AT3G10370/AT3G07270/AT3G02870	22
GO:0031667	response to nutrient levels	59/3844	228/22094	0.000801956412264392	0.00706668602393863	0.00534533774886657	AT5G27420/AT1G67070/AT1G55460/AT5G17290/AT5G53750/AT5G01770/AT3G62770/AT3G61710/AT3G02570/AT1G03380/AT4G22330/AT1G65320/AT5G18830/AT1G09020/AT3G06420/AT1G01140/AT2G26890/AT3G03520/AT3G59410/AT5G21170/AT3G51770/AT3G09560/AT1G62300/AT1G77300/AT3G04530/AT2G22240/AT1G30270/AT4G21980/AT1G08190/AT3G52190/AT3G47340/AT1G20630/AT5G23630/AT4G04620/AT5G54730/AT5G63190/AT2G05630/AT5G03570/AT3G08850/AT4G26970/AT1G54710/AT1G05630/AT4G20260/AT1G62040/AT5G42870/AT5G20410/AT1G73010/AT3G20330/AT2G45170/AT1G22730/AT4G37870/AT4G00550/AT2G25690/AT5G38480/AT5G20150/AT3G53900/AT2G16430/AT1G74020/AT3G18290	59
GO:0046467	membrane lipid biosynthetic process	29/3844	93/22094	0.000815963501766653	0.00711454832082596	0.00538154144341768	AT3G61580/AT4G36830/AT1G12640/AT4G32272/AT1G14290/AT3G11670/AT4G22330/AT2G19880/AT3G19260/AT5G42000/AT3G09560/AT4G31780/AT5G39410/AT3G54020/AT1G63050/AT5G23670/AT1G20575/AT5G42870/AT5G20410/AT2G22530/AT4G04930/AT5G19130/AT4G36480/AT5G18480/AT4G00550/AT4G17910/AT1G69640/AT4G38350/AT1G75000	29
GO:0000045	autophagosome assembly	13/3844	30/22094	0.000817921990359654	0.00711454832082596	0.00538154144341768	AT5G17290/AT3G62770/AT3G61710/AT4G30790/AT3G56440/AT5G50230/AT1G54210/AT5G61500/AT3G58040/AT1G60490/AT3G50590/AT2G41980/AT2G31260	13
GO:0007052	mitotic spindle organization	13/3844	30/22094	0.000817921990359654	0.00711454832082596	0.00538154144341768	AT4G11990/AT5G15510/AT4G08960/AT3G01015/AT2G45490/AT5G60930/AT3G50240/AT1G03780/AT2G35630/AT5G62240/AT1G73790/AT3G09840/AT2G28620	13
GO:0051643	endoplasmic reticulum localization	7/3844	11/22094	0.000822284479291442	0.00711454832082596	0.00538154144341768	AT1G08820/AT5G54110/AT4G00170/AT5G47180/AT2G45140/AT2G20990/AT3G60600	7
GO:0061817	endoplasmic reticulum-plasma membrane tethering	7/3844	11/22094	0.000822284479291442	0.00711454832082596	0.00538154144341768	AT1G08820/AT5G54110/AT4G00170/AT5G47180/AT2G45140/AT2G20990/AT3G60600	7
GO:0006650	glycerophospholipid metabolic process	42/3844	150/22094	0.000828138849308323	0.00713933419548114	0.00540028981726423	AT2G46500/AT2G43900/AT1G21980/AT5G21050/AT1G34260/AT1G65580/AT2G32260/AT4G00240/AT3G02040/AT4G35790/AT3G10550/AT3G58830/AT5G64090/AT3G16785/AT5G35460/AT4G15130/AT4G25970/AT5G40610/AT3G25585/AT1G22620/AT1G48600/AT4G11830/AT5G57190/AT1G05630/AT2G40690/AT1G20575/AT5G04540/AT2G01690/AT3G55030/AT4G38570/AT2G22530/AT3G14205/AT5G19130/AT5G41080/AT1G01460/AT3G14270/AT1G62430/AT1G49340/AT4G17910/AT1G60490/AT5G65090/AT3G02870	42
GO:0030148	sphingolipid biosynthetic process	16/3844	41/22094	0.0008606863315427	0.00739323366807182	0.00559234284334446	AT3G61580/AT4G36830/AT4G32272/AT1G14290/AT4G22330/AT2G19880/AT3G19260/AT5G42000/AT3G54020/AT5G23670/AT4G04930/AT4G36480/AT5G18480/AT1G69640/AT4G38350/AT1G75000	16
GO:0030258	lipid modification	34/3844	115/22094	0.000890898753393318	0.00762532696452775	0.00576790138020348	AT4G14430/AT1G65520/AT3G07020/AT2G46500/AT2G43900/AT1G12640/AT1G21980/AT5G21050/AT1G34260/AT1G65580/AT5G25760/AT5G42890/AT3G10550/AT3G58830/AT5G64090/AT4G39850/AT1G04010/AT2G42790/AT1G22620/AT1G63050/AT1G07420/AT5G04500/AT1G05630/AT5G04540/AT3G14205/AT1G01460/AT3G14270/AT3G01420/AT1G49340/AT1G60490/AT3G51840/AT5G65090/AT4G04320/AT3G02870	34
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	8/3844	14/22094	0.000922177150978246	0.00780907459764557	0.00590689059753143	AT1G07270/AT4G12620/AT4G14700/AT2G29680/AT1G08400/AT1G77620/AT1G77320/AT3G02860	8
GO:0044818	mitotic G2/M transition checkpoint	8/3844	14/22094	0.000922177150978246	0.00780907459764557	0.00590689059753143	AT1G07270/AT4G12620/AT4G14700/AT2G29680/AT1G08400/AT1G77620/AT1G77320/AT3G02860	8
GO:1902750	negative regulation of cell cycle G2/M phase transition	8/3844	14/22094	0.000922177150978246	0.00780907459764557	0.00590689059753143	AT1G07270/AT4G12620/AT4G14700/AT2G29680/AT1G08400/AT1G77620/AT1G77320/AT3G02860	8
GO:0031124	mRNA 3'-end processing	14/3844	34/22094	0.000962093651068556	0.00811830261043007	0.00614079488649299	AT5G43620/AT2G43410/AT1G71800/AT4G32850/AT5G13480/AT3G22590/AT5G23880/AT5G55390/AT3G12640/AT4G04885/AT5G40490/AT5G09920/AT3G26990/AT5G39930	14
GO:1902679	negative regulation of RNA biosynthetic process	76/3844	311/22094	0.00097848413778735	0.00819866709135506	0.00620158367661346	AT5G63350/AT3G19580/AT2G43410/AT2G33550/AT5G50780/AT3G01320/AT3G15210/AT4G16280/AT3G20310/AT4G21670/AT2G19910/AT5G08550/AT1G50640/AT2G19920/AT5G39550/AT1G71800/AT1G59890/AT4G12750/AT2G36010/AT3G52100/AT5G66750/AT5G62430/AT1G47870/AT3G01330/AT5G54640/AT1G62300/AT2G30470/AT5G11470/AT5G05660/AT5G22010/AT5G47390/AT1G57820/AT1G08060/AT4G37460/AT1G05910/AT1G51060/AT1G66050/AT5G24330/AT5G55390/AT3G15880/AT3G61050/AT3G62800/AT3G25100/AT1G76510/AT1G09320/AT1G06760/AT1G08880/AT3G20910/AT5G63190/AT5G42900/AT2G27350/AT3G07050/AT5G09740/AT2G19260/AT1G65470/AT1G03760/AT1G18335/AT5G58230/AT4G15900/AT3G15120/AT1G22730/AT5G09790/AT5G64630/AT5G59870/AT2G35160/AT2G16485/AT2G19930/AT5G02320/AT4G32620/AT2G17410/AT3G48160/AT3G08020/AT2G47210/AT5G13240/AT3G02860/AT1G28420	76
GO:1903507	negative regulation of nucleic acid-templated transcription	76/3844	311/22094	0.00097848413778735	0.00819866709135506	0.00620158367661346	AT5G63350/AT3G19580/AT2G43410/AT2G33550/AT5G50780/AT3G01320/AT3G15210/AT4G16280/AT3G20310/AT4G21670/AT2G19910/AT5G08550/AT1G50640/AT2G19920/AT5G39550/AT1G71800/AT1G59890/AT4G12750/AT2G36010/AT3G52100/AT5G66750/AT5G62430/AT1G47870/AT3G01330/AT5G54640/AT1G62300/AT2G30470/AT5G11470/AT5G05660/AT5G22010/AT5G47390/AT1G57820/AT1G08060/AT4G37460/AT1G05910/AT1G51060/AT1G66050/AT5G24330/AT5G55390/AT3G15880/AT3G61050/AT3G62800/AT3G25100/AT1G76510/AT1G09320/AT1G06760/AT1G08880/AT3G20910/AT5G63190/AT5G42900/AT2G27350/AT3G07050/AT5G09740/AT2G19260/AT1G65470/AT1G03760/AT1G18335/AT5G58230/AT4G15900/AT3G15120/AT1G22730/AT5G09790/AT5G64630/AT5G59870/AT2G35160/AT2G16485/AT2G19930/AT5G02320/AT4G32620/AT2G17410/AT3G48160/AT3G08020/AT2G47210/AT5G13240/AT3G02860/AT1G28420	76
GO:0006672	ceramide metabolic process	12/3844	27/22094	0.000984951570772779	0.00820978674422645	0.00620999473379732	AT3G24180/AT4G22330/AT2G19880/AT3G19260/AT5G42000/AT5G49900/AT3G54020/AT5G23670/AT4G04930/AT1G71190/AT4G36480/AT5G18480	12
