Chr	Start	End	Value
Chr1	1220001	1230000	2
Chr1	1230001	1240000	6
Chr1	1240001	1250000	1
Chr1	1250001	1260000	1
Chr1	1260001	1270000	1
Chr1	1270001	1280000	3
Chr1	1280001	1290000	2
Chr1	1290001	1300000	2
Chr1	1300001	1310000	5
Chr1	1310001	1320000	3
Chr1	1320001	1330000	2
Chr1	1330001	1340000	3
Chr1	1340001	1350000	2
Chr1	1350001	1360000	2
Chr1	1360001	1370000	3
Chr1	1370001	1380000	1
Chr1	1380001	1390000	3
Chr1	1390001	1400000	3
Chr1	1400001	1410000	1
Chr1	1410001	1420000	2
Chr1	1420001	1430000	1
Chr1	1430001	1440000	3
Chr1	1440001	1450000	1
Chr1	1450001	1460000	3
Chr1	1460001	1470000	2
Chr1	1470001	1480000	5
Chr1	1480001	1490000	2
Chr1	1490001	1500000	2
Chr1	1500001	1510000	1
Chr1	1510001	1520000	4
Chr1	1520001	1530000	5
Chr1	1530001	1540000	2
Chr1	1540001	1550000	4
Chr1	1550001	1560000	1
Chr1	1560001	1570000	4
Chr1	1570001	1580000	4
Chr1	1580001	1590000	2
Chr1	1590001	1600000	6
Chr1	1600001	1610000	2
Chr1	1610001	1620000	2
Chr1	1620001	1630000	0
Chr1	1630001	1640000	2
Chr1	1640001	1650000	2
Chr1	1650001	1660000	1
Chr1	1660001	1670000	3
Chr1	1670001	1680000	1
Chr1	1680001	1690000	1
Chr1	1690001	1700000	5
Chr1	1700001	1710000	3
Chr1	1710001	1720000	1
Chr1	1720001	1730000	4
Chr1	1730001	1740000	2
Chr1	1740001	1750000	3
Chr1	1750001	1760000	1
Chr1	1760001	1770000	2
Chr1	1770001	1780000	1
Chr1	1780001	1790000	1
Chr1	1790001	1800000	1
Chr1	1800001	1810000	2
Chr1	1810001	1820000	3
Chr1	1820001	1830000	2
Chr1	1830001	1840000	2
Chr1	1840001	1850000	2
Chr1	1850001	1860000	5
Chr1	1860001	1870000	1
Chr1	1870001	1880000	3
Chr1	1880001	1890000	4
Chr1	1890001	1900000	4
Chr1	1900001	1910000	1
Chr1	1910001	1920000	1
Chr1	1920001	1930000	2
Chr1	1930001	1940000	3
Chr1	1940001	1950000	1
Chr1	1950001	1960000	3
Chr1	1960001	1970000	1
Chr1	1970001	1980000	2
Chr1	1980001	1990000	0
Chr1	1990001	2e+06	2
Chr1	2000001	2010000	2
Chr1	2010001	2020000	1
Chr1	2020001	2030000	4
Chr1	2030001	2040000	1
Chr1	2040001	2050000	1
Chr1	2050001	2060000	2
Chr1	2060001	2070000	1
Chr1	2070001	2080000	4
Chr1	2080001	2090000	2
Chr1	2090001	2100000	2
Chr1	2100001	2110000	2
Chr1	2110001	2120000	2
Chr1	2120001	2130000	2
Chr1	2130001	2140000	3
Chr1	2140001	2150000	6
Chr1	2150001	2160000	4
Chr1	2160001	2170000	2
Chr1	2170001	2180000	3
Chr1	2180001	2190000	2
Chr1	2190001	2200000	4
Chr1	2200001	2210000	3
Chr1	2210001	2220000	3
Chr1	2220001	2230000	3
Chr1	2230001	2240000	3
Chr1	2240001	2250000	3
Chr1	2250001	2260000	2
Chr1	2260001	2270000	1
Chr1	2270001	2280000	1
Chr1	2280001	2290000	2
Chr1	2290001	2300000	1
Chr1	2300001	2310000	1
Chr1	2310001	2320000	1
Chr1	2320001	2330000	1
Chr1	2330001	2340000	2
Chr1	2340001	2350000	3
Chr1	2350001	2360000	2
Chr1	2360001	2370000	2
Chr1	2370001	2380000	2
Chr1	2380001	2390000	0
Chr1	2390001	2400000	3
Chr1	2400001	2410000	3
Chr1	2410001	2420000	0
Chr1	2420001	2430000	3
Chr1	2430001	2440000	2
Chr1	2440001	2450000	3
Chr1	2450001	2460000	2
Chr1	2460001	2470000	2
Chr1	2470001	2480000	2
Chr1	2480001	2490000	2
Chr1	2490001	2500000	2
Chr1	2500001	2510000	1
Chr1	2510001	2520000	1
Chr1	2520001	2530000	4
Chr1	2530001	2540000	4
Chr1	2540001	2550000	2
Chr1	2550001	2560000	3
Chr1	2560001	2570000	3
Chr1	2570001	2580000	1
Chr1	2580001	2590000	4
Chr1	2590001	2600000	1
Chr1	2600001	2610000	1
Chr1	2610001	2620000	3
Chr1	2620001	2630000	3
Chr1	2630001	2640000	1
Chr1	2640001	2650000	2
Chr1	2650001	2660000	1
Chr1	2660001	2670000	3
Chr1	2670001	2680000	1
Chr1	2680001	2690000	2
Chr1	2690001	2700000	2
Chr1	2700001	2710000	2
Chr1	2710001	2720000	3
Chr1	2720001	2730000	2
Chr1	2730001	2740000	1
Chr1	2740001	2750000	1
Chr1	2750001	2760000	5
Chr1	2760001	2770000	2
Chr1	2770001	2780000	1
Chr1	2780001	2790000	0
Chr1	2790001	2800000	0
Chr1	2800001	2810000	1
Chr1	2810001	2820000	1
Chr1	2820001	2830000	3
Chr1	2830001	2840000	2
Chr1	2840001	2850000	3
Chr1	2850001	2860000	1
Chr1	2860001	2870000	2
Chr1	2870001	2880000	5
Chr1	2880001	2890000	2
Chr1	2890001	2900000	0
Chr1	2900001	2910000	3
Chr1	2910001	2920000	2
Chr1	2920001	2930000	1
Chr1	2930001	2940000	1
Chr1	2940001	2950000	3
Chr1	2950001	2960000	3
Chr1	2960001	2970000	1
Chr1	2970001	2980000	2
Chr1	2980001	2990000	3
Chr1	2990001	3e+06	1
Chr1	3000001	3010000	1
Chr1	3010001	3020000	2
Chr1	3020001	3030000	4
Chr1	3030001	3040000	3
Chr1	3040001	3050000	1
Chr1	3050001	3060000	1
Chr1	3060001	3070000	3
Chr1	3070001	3080000	2
Chr1	3080001	3090000	2
Chr1	3090001	3100000	1
Chr1	3100001	3110000	4
Chr1	3110001	3120000	2
Chr1	3120001	3130000	1
Chr1	3130001	3140000	3
Chr1	3140001	3150000	2
Chr1	3150001	3160000	1
Chr1	3160001	3170000	1
Chr1	3170001	3180000	2
Chr1	3180001	3190000	3
Chr1	3190001	3200000	1
Chr1	3200001	3210000	2
Chr1	3210001	3220000	0
Chr1	3220001	3230000	1
Chr1	3230001	3240000	3
Chr1	3240001	3250000	5
Chr1	3250001	3260000	2
Chr1	3260001	3270000	3
Chr1	3270001	3280000	1
Chr1	3280001	3290000	1
Chr1	3290001	3300000	1
Chr1	3300001	3310000	2
Chr1	3310001	3320000	0
Chr1	3320001	3330000	2
Chr1	3330001	3340000	3
Chr1	3340001	3350000	3
Chr1	3350001	3360000	3
Chr1	3360001	3370000	3
Chr1	3370001	3380000	1
Chr1	3380001	3390000	0
Chr1	3390001	3400000	2
Chr1	3400001	3410000	3
Chr1	3410001	3420000	3
Chr1	3420001	3430000	3
Chr1	3430001	3440000	2
Chr1	3440001	3450000	3
Chr1	3450001	3460000	1
Chr1	3460001	3470000	1
Chr1	3470001	3480000	2
Chr1	3480001	3490000	4
Chr1	3490001	3500000	3
Chr1	3500001	3510000	3
Chr1	3510001	3520000	2
Chr1	3520001	3530000	2
Chr1	3530001	3540000	3
Chr1	3540001	3550000	5
Chr1	3550001	3560000	2
Chr1	3560001	3570000	3
Chr1	3570001	3580000	4
Chr1	3580001	3590000	0
Chr1	3590001	3600000	3
Chr1	3600001	3610000	0
Chr1	3610001	3620000	2
Chr1	3620001	3630000	3
Chr1	3630001	3640000	1
Chr1	3640001	3650000	0
Chr1	3650001	3660000	1
Chr1	3660001	3670000	1
Chr1	3670001	3680000	2
Chr1	3680001	3690000	2
Chr1	3690001	3700000	3
Chr1	3700001	3710000	2
Chr1	3710001	3720000	0
Chr1	3720001	3730000	1
Chr1	3730001	3740000	0
Chr1	3740001	3750000	2
Chr1	3750001	3760000	1
Chr1	3760001	3770000	5
Chr1	3770001	3780000	4
Chr1	3780001	3790000	1
Chr1	3790001	3800000	1
Chr1	3800001	3810000	1
Chr1	3810001	3820000	0
Chr1	3820001	3830000	2
Chr1	3830001	3840000	4
Chr1	3840001	3850000	1
Chr1	3850001	3860000	3
Chr1	3860001	3870000	3
Chr1	3870001	3880000	1
Chr1	3880001	3890000	4
Chr1	3890001	3900000	2
Chr1	3900001	3910000	4
Chr1	3910001	3920000	2
Chr1	3920001	3930000	1
Chr1	3930001	3940000	4
Chr1	3940001	3950000	4
Chr1	3950001	3960000	1
Chr1	3960001	3970000	2
Chr1	3970001	3980000	4
Chr1	3980001	3990000	2
Chr1	3990001	4e+06	2
Chr1	4000001	4010000	4
Chr1	4010001	4020000	2
Chr1	4020001	4030000	5
Chr1	4030001	4040000	3
Chr1	4040001	4050000	3
Chr1	4050001	4060000	4
Chr1	4060001	4070000	3
Chr1	4070001	4080000	2
Chr1	4080001	4090000	6
Chr1	4090001	4100000	4
Chr1	4100001	4110000	5
Chr1	4110001	4120000	3
Chr1	4120001	4130000	2
Chr1	4130001	4140000	3
Chr1	4140001	4150000	0
Chr1	4150001	4160000	4
Chr1	4160001	4170000	6
Chr1	4170001	4180000	2
Chr1	4180001	4190000	3
Chr1	4190001	4200000	3
Chr1	4200001	4210000	3
Chr1	4210001	4220000	4
Chr1	4220001	4230000	1
Chr1	4230001	4240000	3
Chr1	4240001	4250000	3
Chr1	4250001	4260000	1
Chr1	4260001	4270000	4
Chr1	4270001	4280000	5
Chr1	4280001	4290000	3
Chr1	4290001	4300000	4
Chr1	4300001	4310000	3
Chr1	4310001	4320000	6
Chr1	4320001	4330000	3
Chr1	4330001	4340000	2
Chr1	4340001	4350000	1
Chr1	4350001	4360000	1
Chr1	4360001	4370000	2
Chr1	4370001	4380000	2
Chr1	4380001	4390000	2
Chr1	4390001	4400000	1
Chr1	4400001	4410000	0
Chr1	4410001	4420000	2
Chr1	4420001	4430000	3
Chr1	4430001	4440000	2
Chr1	4440001	4450000	2
Chr1	4450001	4460000	2
Chr1	4460001	4470000	3
Chr1	4470001	4480000	3
Chr1	4480001	4490000	0
Chr1	4490001	4500000	3
Chr1	4500001	4510000	1
Chr1	4510001	4520000	1
Chr1	4520001	4530000	6
Chr1	4530001	4540000	4
Chr1	4540001	4550000	4
Chr1	4550001	4560000	2
Chr1	4560001	4570000	3
Chr1	4570001	4580000	2
Chr1	4580001	4590000	3
Chr1	4590001	4600000	4
Chr1	4600001	4610000	1
Chr1	4610001	4620000	2
Chr1	4620001	4630000	1
Chr1	4630001	4640000	0
Chr1	4640001	4650000	2
Chr1	4650001	4660000	4
Chr1	4660001	4670000	2
Chr1	4670001	4680000	1
Chr1	4680001	4690000	3
Chr1	4690001	4700000	3
Chr1	4700001	4710000	5
Chr1	4710001	4720000	2
Chr1	4720001	4730000	0
Chr1	4730001	4740000	1
Chr1	4740001	4750000	3
Chr1	4750001	4760000	3
Chr1	4760001	4770000	3
Chr1	4770001	4780000	4
Chr1	4780001	4790000	3
Chr1	4790001	4800000	1
Chr1	4800001	4810000	2
Chr1	4810001	4820000	0
Chr1	4820001	4830000	2
Chr1	4830001	4840000	2
Chr1	4840001	4850000	2
Chr1	4850001	4860000	0
Chr1	4860001	4870000	1
Chr1	4870001	4880000	3
Chr1	4880001	4890000	2
Chr1	4890001	4900000	4
Chr1	4900001	4910000	1
Chr1	4910001	4920000	1
Chr1	4920001	4930000	3
Chr1	4930001	4940000	4
Chr1	4940001	4950000	6
Chr1	4950001	4960000	1
Chr1	4960001	4970000	1
Chr1	4970001	4980000	5
Chr1	4980001	4990000	2
Chr1	4990001	5e+06	2
Chr1	5000001	5010000	2
Chr1	5010001	5020000	2
Chr1	5020001	5030000	4
Chr1	5030001	5040000	1
Chr1	5040001	5050000	5
Chr1	5050001	5060000	2
Chr1	5060001	5070000	4
Chr1	5070001	5080000	3
Chr1	5080001	5090000	3
Chr1	5090001	5100000	3
Chr1	5100001	5110000	0
Chr1	5110001	5120000	1
Chr1	5120001	5130000	4
Chr1	5130001	5140000	5
Chr1	5140001	5150000	2
Chr1	5150001	5160000	2
Chr1	5160001	5170000	4
Chr1	5170001	5180000	2
Chr1	5180001	5190000	3
Chr1	5190001	5200000	4
Chr1	5200001	5210000	1
Chr1	5210001	5220000	2
Chr1	5220001	5230000	2
Chr1	5230001	5240000	1
Chr1	5240001	5250000	2
Chr1	5250001	5260000	1
Chr1	5260001	5270000	2
Chr1	5270001	5280000	2
Chr1	5280001	5290000	2
Chr1	5290001	5300000	4
Chr1	5300001	5310000	3
Chr1	5310001	5320000	2
Chr1	5320001	5330000	2
Chr1	5330001	5340000	1
Chr1	5340001	5350000	6
Chr1	5350001	5360000	3
Chr1	5360001	5370000	3
Chr1	5370001	5380000	1
Chr1	5380001	5390000	2
Chr1	5390001	5400000	4
Chr1	5400001	5410000	3
Chr1	5410001	5420000	0
Chr1	5420001	5430000	3
Chr1	5430001	5440000	0
Chr1	5440001	5450000	3
Chr1	5450001	5460000	2
Chr1	5460001	5470000	0
Chr1	5470001	5480000	2
Chr1	5480001	5490000	2
Chr1	5490001	5500000	2
Chr1	5500001	5510000	3
Chr1	5510001	5520000	1
Chr1	5520001	5530000	0
Chr1	5530001	5540000	1
Chr1	5540001	5550000	3
Chr1	5550001	5560000	2
Chr1	5560001	5570000	1
Chr1	5570001	5580000	2
Chr1	5580001	5590000	2
Chr1	5590001	5600000	1
Chr1	5600001	5610000	4
Chr1	5610001	5620000	3
Chr1	5620001	5630000	1
Chr1	5630001	5640000	2
Chr1	5640001	5650000	4
Chr1	5650001	5660000	1
Chr1	5660001	5670000	1
Chr1	5670001	5680000	2
Chr1	5680001	5690000	4
Chr1	5690001	5700000	0
Chr1	5700001	5710000	1
Chr1	5710001	5720000	1
Chr1	5720001	5730000	2
Chr1	5730001	5740000	3
Chr1	5740001	5750000	1
Chr1	5750001	5760000	1
Chr1	5760001	5770000	4
Chr1	5770001	5780000	2
Chr1	5780001	5790000	2
Chr1	5790001	5800000	2
Chr1	5800001	5810000	0
Chr1	5810001	5820000	0
Chr1	5820001	5830000	4
Chr1	5830001	5840000	3
Chr1	5840001	5850000	2
Chr1	5850001	5860000	4
Chr1	5860001	5870000	2
Chr1	5870001	5880000	3
Chr1	5880001	5890000	1
Chr1	5890001	5900000	2
Chr1	5900001	5910000	0
Chr1	5910001	5920000	1
Chr1	5920001	5930000	3
Chr1	5930001	5940000	2
Chr1	5940001	5950000	3
Chr1	5950001	5960000	3
Chr1	5960001	5970000	4
Chr1	5970001	5980000	3
Chr1	5980001	5990000	3
Chr1	5990001	6e+06	2
Chr1	6000001	6010000	2
Chr1	6010001	6020000	1
Chr1	6020001	6030000	2
Chr1	6030001	6040000	2
Chr1	6040001	6050000	1
Chr1	6050001	6060000	1
Chr1	6060001	6070000	1
Chr1	6070001	6080000	1
Chr1	6080001	6090000	1
Chr1	6090001	6100000	2
Chr1	6100001	6110000	2
Chr1	6110001	6120000	2
Chr1	6120001	6130000	4
Chr1	6130001	6140000	3
Chr1	6140001	6150000	3
Chr1	6150001	6160000	2
Chr1	6160001	6170000	0
Chr1	6170001	6180000	2
Chr1	6180001	6190000	1
Chr1	6190001	6200000	0
Chr1	6200001	6210000	1
Chr1	6210001	6220000	3
Chr1	6220001	6230000	4
Chr1	6230001	6240000	2
Chr1	6240001	6250000	4
Chr1	6250001	6260000	1
Chr1	6260001	6270000	5
Chr1	6270001	6280000	3
Chr1	6280001	6290000	1
Chr1	6290001	6300000	5
Chr1	6300001	6310000	3
Chr1	6310001	6320000	2
Chr1	6320001	6330000	2
Chr1	6330001	6340000	2
Chr1	6340001	6350000	4
Chr1	6350001	6360000	1
Chr1	6360001	6370000	1
Chr1	6370001	6380000	4
Chr1	6380001	6390000	3
Chr1	6390001	6400000	2
Chr1	6400001	6410000	2
Chr1	6410001	6420000	0
Chr1	6420001	6430000	0
Chr1	6430001	6440000	3
Chr1	6440001	6450000	2
Chr1	6450001	6460000	4
Chr1	6460001	6470000	5
Chr1	6470001	6480000	4
Chr1	6480001	6490000	2
Chr1	6490001	6500000	2
Chr1	6500001	6510000	2
Chr1	6510001	6520000	3
Chr1	6520001	6530000	2
Chr1	6530001	6540000	0
Chr1	6540001	6550000	2
Chr1	6550001	6560000	3
Chr1	6560001	6570000	2
Chr1	6570001	6580000	1
Chr1	6580001	6590000	2
Chr1	6590001	6600000	2
Chr1	6600001	6610000	3
Chr1	6610001	6620000	2
Chr1	6620001	6630000	3
Chr1	6630001	6640000	2
Chr1	6640001	6650000	4
Chr1	6650001	6660000	1
Chr1	6660001	6670000	2
Chr1	6670001	6680000	5
Chr1	6680001	6690000	3
Chr1	6690001	6700000	2
Chr1	6700001	6710000	1
Chr1	6710001	6720000	3
Chr1	6720001	6730000	5
Chr1	6730001	6740000	3
Chr1	6740001	6750000	3
Chr1	6750001	6760000	2
Chr1	6760001	6770000	1
Chr1	6770001	6780000	3
Chr1	6780001	6790000	5
Chr1	6790001	6800000	3
Chr1	6800001	6810000	1
Chr1	6810001	6820000	1
Chr1	6820001	6830000	2
Chr1	6830001	6840000	3
Chr1	6840001	6850000	3
Chr1	6850001	6860000	4
Chr1	6860001	6870000	3
Chr1	6870001	6880000	3
Chr1	6880001	6890000	4
Chr1	6890001	6900000	2
Chr1	6900001	6910000	2
Chr1	6910001	6920000	3
Chr1	6920001	6930000	4
Chr1	6930001	6940000	2
Chr1	6940001	6950000	6
Chr1	6950001	6960000	1
Chr1	6960001	6970000	3
Chr1	6970001	6980000	2
Chr1	6980001	6990000	2
Chr1	6990001	7e+06	1
Chr1	7000001	7010000	1
Chr1	7010001	7020000	1
Chr1	7020001	7030000	3
Chr1	7030001	7040000	3
Chr1	7040001	7050000	3
Chr1	7050001	7060000	3
Chr1	7060001	7070000	2
Chr1	7070001	7080000	1
Chr1	7080001	7090000	4
Chr1	7090001	7100000	4
Chr1	7100001	7110000	0
Chr1	7110001	7120000	1
Chr1	7120001	7130000	0
Chr1	7130001	7140000	2
Chr1	7140001	7150000	5
Chr1	7150001	7160000	2
Chr1	7160001	7170000	3
Chr1	7170001	7180000	2
Chr1	7180001	7190000	0
Chr1	7190001	7200000	2
Chr1	7200001	7210000	2
Chr1	7210001	7220000	1
Chr1	7220001	7230000	3
Chr1	7230001	7240000	4
Chr1	7240001	7250000	4
Chr1	7250001	7260000	2
Chr1	7260001	7270000	4
Chr1	7270001	7280000	2
Chr1	7280001	7290000	2
Chr1	7290001	7300000	1
Chr1	7300001	7310000	0
Chr1	7310001	7320000	3
Chr1	7320001	7330000	0
Chr1	7330001	7340000	3
Chr1	7340001	7350000	4
Chr1	7350001	7360000	1
Chr1	7360001	7370000	3
Chr1	7370001	7380000	4
Chr1	7380001	7390000	1
Chr1	7390001	7400000	3
Chr1	7400001	7410000	3
Chr1	7410001	7420000	0
Chr1	7420001	7430000	1
Chr1	7430001	7440000	0
Chr1	7440001	7450000	2
Chr1	7450001	7460000	4
Chr1	7460001	7470000	1
Chr1	7470001	7480000	3
Chr1	7480001	7490000	1
Chr1	7490001	7500000	3
Chr1	7500001	7510000	4
Chr1	7510001	7520000	0
Chr1	7520001	7530000	4
Chr1	7530001	7540000	3
Chr1	7540001	7550000	4
Chr1	7550001	7560000	3
Chr1	7560001	7570000	1
Chr1	7570001	7580000	1
Chr1	7580001	7590000	1
Chr1	7590001	7600000	0
Chr1	7600001	7610000	2
Chr1	7610001	7620000	3
Chr1	7620001	7630000	1
Chr1	7630001	7640000	0
Chr1	7640001	7650000	3
Chr1	7650001	7660000	4
Chr1	7660001	7670000	4
Chr1	7670001	7680000	4
Chr1	7680001	7690000	4
Chr1	7690001	7700000	4
Chr1	7700001	7710000	5
Chr1	7710001	7720000	2
Chr1	7720001	7730000	4
Chr1	7730001	7740000	3
Chr1	7740001	7750000	2
Chr1	7750001	7760000	2
Chr1	7760001	7770000	0
Chr1	7770001	7780000	0
Chr1	7780001	7790000	5
Chr1	7790001	7800000	0
Chr1	7800001	7810000	2
Chr1	7810001	7820000	5
Chr1	7820001	7830000	3
Chr1	7830001	7840000	5
Chr1	7840001	7850000	5
Chr1	7850001	7860000	1
Chr1	7860001	7870000	1
Chr1	7870001	7880000	2
Chr1	7880001	7890000	2
Chr1	7890001	7900000	2
Chr1	7900001	7910000	4
Chr1	7910001	7920000	3
Chr1	7920001	7930000	4
Chr1	7930001	7940000	5
Chr1	7940001	7950000	6
Chr1	7950001	7960000	4
Chr1	7960001	7970000	2
Chr1	7970001	7980000	0
Chr1	7980001	7990000	5
Chr1	7990001	8e+06	1
Chr1	8000001	8010000	3
Chr1	8010001	8020000	2
Chr1	8020001	8030000	2
Chr1	8030001	8040000	3
Chr1	8040001	8050000	3
Chr1	8050001	8060000	2
Chr1	8060001	8070000	1
Chr1	8070001	8080000	2
Chr1	8080001	8090000	1
Chr1	8090001	8100000	1
Chr1	8100001	8110000	1
Chr1	8110001	8120000	2
Chr1	8120001	8130000	2
Chr1	8130001	8140000	3
Chr1	8140001	8150000	3
Chr1	8150001	8160000	4
Chr1	8160001	8170000	5
Chr1	8170001	8180000	4
Chr1	8180001	8190000	2
Chr1	8190001	8200000	3
Chr1	8200001	8210000	3
Chr1	8210001	8220000	0
Chr1	8220001	8230000	3
Chr1	8230001	8240000	2
Chr1	8240001	8250000	2
Chr1	8250001	8260000	0
Chr1	8260001	8270000	3
Chr1	8270001	8280000	3
Chr1	8280001	8290000	2
Chr1	8290001	8300000	3
Chr1	8300001	8310000	2
Chr1	8310001	8320000	1
Chr1	8320001	8330000	2
Chr1	8330001	8340000	2
Chr1	8340001	8350000	2
Chr1	8350001	8360000	3
Chr1	8360001	8370000	0
Chr1	8370001	8380000	3
Chr1	8380001	8390000	2
Chr1	8390001	8400000	5
Chr1	8400001	8410000	5
Chr1	8410001	8420000	2
Chr1	8420001	8430000	1
Chr1	8430001	8440000	4
Chr1	8440001	8450000	3
Chr1	8450001	8460000	1
Chr1	8460001	8470000	0
Chr1	8470001	8480000	3
Chr1	8480001	8490000	3
Chr1	8490001	8500000	3
Chr1	8500001	8510000	1
Chr1	8510001	8520000	1
Chr1	8520001	8530000	3
Chr1	8530001	8540000	3
Chr1	8540001	8550000	4
Chr1	8550001	8560000	2
Chr1	8560001	8570000	0
Chr1	8570001	8580000	2
Chr1	8580001	8590000	0
Chr1	8590001	8600000	3
Chr1	8600001	8610000	2
Chr1	8610001	8620000	0
Chr1	8620001	8630000	2
Chr1	8630001	8640000	2
Chr1	8640001	8650000	3
Chr1	8650001	8660000	2
Chr1	8660001	8670000	3
Chr1	8670001	8680000	2
Chr1	8680001	8690000	2
Chr1	8690001	8700000	2
Chr1	8700001	8710000	2
Chr1	8710001	8720000	4
Chr1	8720001	8730000	1
Chr1	8730001	8740000	2
Chr1	8740001	8750000	2
Chr1	8750001	8760000	1
Chr1	8760001	8770000	1
Chr1	8770001	8780000	0
Chr1	8780001	8790000	0
Chr1	8790001	8800000	2
Chr1	8800001	8810000	0
Chr1	8810001	8820000	0
Chr1	8820001	8830000	0
Chr1	8830001	8840000	0
Chr1	8840001	8850000	4
Chr1	8850001	8860000	1
Chr1	8860001	8870000	1
Chr1	8870001	8880000	3
Chr1	8880001	8890000	2
Chr1	8890001	8900000	2
Chr1	8900001	8910000	1
Chr1	8910001	8920000	3
Chr1	8920001	8930000	3
Chr1	8930001	8940000	2
Chr1	8940001	8950000	2
Chr1	8950001	8960000	1
Chr1	8960001	8970000	3
Chr1	8970001	8980000	2
Chr1	8980001	8990000	4
Chr1	8990001	9e+06	1
Chr1	9000001	9010000	4
Chr1	9010001	9020000	2
Chr1	9020001	9030000	1
Chr1	9030001	9040000	1
Chr1	9040001	9050000	1
Chr1	9050001	9060000	0
Chr1	9060001	9070000	0
Chr1	9070001	9080000	2
Chr1	9080001	9090000	1
Chr1	9090001	9100000	3
Chr1	9100001	9110000	1
Chr1	9110001	9120000	1
Chr1	9120001	9130000	2
Chr1	9130001	9140000	2
Chr1	9140001	9150000	2
Chr1	9150001	9160000	4
Chr1	9160001	9170000	1
Chr1	9170001	9180000	4
Chr1	9180001	9190000	2
Chr1	9190001	9200000	2
Chr1	9200001	9210000	3
Chr1	9210001	9220000	0
Chr1	9220001	9230000	4
Chr1	9230001	9240000	2
Chr1	9240001	9250000	1
Chr1	9250001	9260000	2
Chr1	9260001	9270000	3
Chr1	9270001	9280000	4
Chr1	9280001	9290000	0
Chr1	9290001	9300000	2
Chr1	9300001	9310000	2
Chr1	9310001	9320000	2
Chr1	9320001	9330000	2
Chr1	9330001	9340000	5
Chr1	9340001	9350000	3
Chr1	9350001	9360000	3
Chr1	9360001	9370000	2
Chr1	9370001	9380000	1
Chr1	9380001	9390000	3
Chr1	9390001	9400000	2
Chr1	9400001	9410000	2
Chr1	9410001	9420000	5
Chr1	9420001	9430000	3
